CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
STOLEN VEHICLE,11/24/2020 06:00:00 AM,20-058148,VEHICLE THEFT - AUTO,31Z,10500 ACALANES DR,Oakland,CA,
BURG - AUTO,12/10/2020 11:35:00 AM,20-920542,BURGLARY-AUTO,01X,500 2ND ST,Oakland,CA,
MISDEMEANOR ASSAULT,02/21/2021 10:48:00 PM,21-008403,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,1000 89TH AV,Oakland,CA,
BURG - AUTO,01/17/2021 11:00:00 AM,21-901076,BURGLARY-AUTO,13Z,8400 SKYLINE BLVD,Oakland,CA,
BURG - RESIDENTIAL,10/06/2020 01:45:00 AM,20-049449,BURGLARY-NO FORCE,19X,1200 23RD AV,Oakland,CA,
MISDEMEANOR ASSAULT,02/20/2021 12:03:00 PM,21-008174,BATTERY,08X,40TH ST & SHAFTER AV,Oakland,CA,
FORGERY & COUNTERFEITING,09/04/2020 12:40:00 PM,20-920008,FORGERY,30X,1400 69TH AV,Oakland,CA,
VANDALISM,11/27/2020 08:28:00 PM,20-919974,VANDALISM,17Y,800 E 28TH ST,Oakland,CA,
WEAPONS,12/06/2020 12:49:00 AM,20-059759,CARRY CONCEALED WEAPON- UNLAWFUL POSSESS,33X,1300 85TH AV,Oakland,CA,
FELONY ASSAULT,01/31/2021 01:00:00 PM,21-005004,BATTERY W/SERIOUS BODILY INJURY,32Y,98TH AV & MACARTHUR BLVD,Oakland,CA,
TOWED VEHICLE,10/31/2020 09:13:00 AM,20-053740,BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER,27Y,5500 INTERNATIONAL BLVD,Oakland,CA,
MISDEMEANOR ASSAULT,12/04/2020 05:15:00 PM,20-059472,BATTERY,14X,2300 HARRISON ST,Oakland,CA,
STOLEN AND RECOVERED VEHICLE,12/03/2020 09:47:00 AM,20-059194,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,26Y,800 77TH AV,Oakland,CA,
DOMESTIC VIOLENCE,12/05/2020 12:00:00 PM,20-059524,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,1000 34TH ST,Oakland,CA,
OTHER SEX OFFENSES,11/30/2020 12:00:00 PM,20-058704,FEL-SEX OFFENDER FAIL UPDATE ANNUAL REG,07X,3100 ADELINE ST,Oakland,CA,
BURG - AUTO,01/30/2021 10:30:00 PM,21-901495,BURGLARY-AUTO,09X,38TH ST & BROADWAY,Oakland,CA,
STOLEN VEHICLE,12/19/2020 07:51:00 PM,20-062114,POSS STOLEN VEH/VES/ETC,31Z,800 MOORPARK AV,Oakland,CA,
FELONY ASSAULT,02/21/2021 08:18:00 AM,21-008289,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,04X,600 22ND ST,Oakland,CA,
PETTY THEFT,12/16/2020 01:05:00 PM,20-920819,MAIL/ETC THEFT/ETC,16X,1000 LONGRIDGE RD,Oakland,CA,
RECOVERED O/S STOLEN,01/25/2021 10:20:00 PM,21-003923,VEHICLE THEFT - AUTO,33X,9600 B ST,Oakland,CA,
VANDALISM,12/26/2020 12:00:00 AM,20-921315,VANDALISM,17X,1000 E 20TH ST,Oakland,CA,
PETTY THEFT,01/07/2021 02:24:00 PM,21-001030,THEFT,77X,00,Oakland,CA,
STOLEN VEHICLE,01/22/2021 04:30:00 PM,21-003556,VEHICLE THEFT - AUTO,33X,1100 88TH AV,Oakland,CA,
BURG - AUTO,11/23/2020 07:35:00 AM,20-920118,BURGLARY-AUTO,77X,32ND ST,Oakland,CA,
OTHER,12/06/2020 09:31:00 PM,20-059880,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,28X,2700 MAXWELL AV,Oakland,CA,
RECOVERED O/S STOLEN,01/25/2021 03:29:00 PM,21-003922,VEHICLE THEFT - AUTO,29X,5600 ROBERTS AV,Oakland,CA,
STOLEN VEHICLE,02/08/2021 11:35:00 PM,21-006306,POSS STOLEN VEH/VES/ETC,31Z,PIPPIN ST & PRUNE AV,Oakland,CA,
GRAND THEFT,02/03/2021 10:00:00 PM,21-005544,GRAND THEFT,14X,400 STATEN AV,Oakland,CA,
OTHER,01/05/2021 01:22:00 PM,21-000842,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,18Y,2100 E 28TH ST,Oakland,CA,
BURG - AUTO,02/03/2021 09:25:00 PM,21-901668,BURGLARY-AUTO,01X,2ND ST & WEBSTER ST,Oakland,CA,
,02/18/2021 07:50:00 PM,21-902483,VANDALISM,14X,200 BAY PLACE,Oakland,CA,
VANDALISM,02/16/2021 03:45:00 AM,21-902619,VANDALISM,09X,00 LINDA AV,Oakland,CA,
STOLEN VEHICLE,12/03/2020 05:00:00 PM,20-060075,VEHICLE THEFT - AUTO,30X,7600 WELD ST,Oakland,CA,
DOMESTIC VIOLENCE,12/22/2020 01:52:00 AM,20-062467,BATTERY,29X,6600 BANCROFT AV,Oakland,CA,
STOLEN VEHICLE,01/24/2021 07:00:00 PM,21-003814,VEHICLE THEFT - AUTO,30X,1700 81ST AV,Oakland,CA,
VANDALISM,02/12/2021 06:00:00 PM,21-902069,VANDALISM,12X,400 42ND ST,Oakland,CA,
DOMESTIC VIOLENCE,02/16/2021 04:02:00 PM,21-007563,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,1200 65TH AV,Oakland,CA,
DOMESTIC VIOLENCE,02/20/2021 06:26:00 PM,21-008223,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,1700 39TH AV,Oakland,CA,
BURG - AUTO,11/24/2020 03:30:00 PM,20-919819,BURGLARY-AUTO,14X,500 GRAND AV,Oakland,CA,
STOLEN VEHICLE,12/22/2020 05:30:00 PM,20-062735,VEHICLE THEFT - AUTO,18X,1900 17TH AV,Oakland,CA,
,02/23/2021 03:00:00 PM,21-008741,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,9000 BIRCH ST.,Oakland,CA,
MISDEMEANOR ASSAULT,12/18/2020 12:17:00 AM,20-061767,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,04X,2200 TELEGRAPH AV,Oakland,CA,
VANDALISM,02/15/2021 08:00:00 AM,21-902126,VANDALISM,03Y,1100 BROADWAY,Oakland,CA,
BURG - AUTO,01/20/2021 01:00:00 AM,21-900976,BURGLARY-AUTO,13Z,3000 TOTTERDELL ST,Oakland,CA,
STOLEN VEHICLE,12/31/2020 10:30:00 PM,21-000082,VEHICLE THEFT - AUTO,07X,32ND ST & LOUISE ST,Oakland,CA,
FORGERY & COUNTERFEITING,06/01/2020 12:00:00 AM,20-062365,OBT CREDIT/ETC:OTHER'S ID,04X,600 14TH ST,Oakland,CA,
PETTY THEFT,12/16/2020 03:59:00 PM,20-061580,THEFT,03Y,500 8TH ST,Oakland,CA,
BURG - AUTO,12/03/2020 02:00:00 PM,20-059253,BURGLARY-AUTO,01X,00 EMBARCADERO WEST,Oakland,CA,
STOLEN VEHICLE,12/16/2020 06:30:00 PM,20-061588,VEHICLE THEFT - AUTO,14X,200 BAY PL,Oakland,CA,
,02/25/2021 09:40:00 AM,21-008967,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",07X,IFO 923 24TH ST,Oakland,CA,
BURG - AUTO,01/06/2021 02:27:00 AM,21-900469,BURGLARY-AUTO,13Y,00 NEVA CT,Oakland,CA,
BURG - OTHER,01/17/2021 07:16:00 AM,21-002629,ATTEMPTED BURGLARY,03X,300 13TH ST,Oakland,CA,
OTHER,02/07/2021 05:02:00 PM,21-006061,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,1300 SEMINARY AV,Oakland,CA,
DOMESTIC VIOLENCE,12/30/2020 06:10:00 PM,20-063735,INFLICT CRPL INJ SP/COHAB,10Y,5300 MARKET ST,Oakland,CA,
STOLEN VEHICLE,02/09/2021 09:52:00 AM,21-006343,VEHICLE THEFT - AUTO,29X,7200 OUTLOOK AV,Oakland,CA,
OTHER,01/17/2021 03:48:00 PM,21-002659,VEHICLE THEFT - AUTO,19X,500 EMBARCADERO,Oakland,CA,
VANDALISM,11/30/2020 03:00:00 AM,20-920040,VANDALISM,16Y,1600 MACARTHUR BLVD,Oakland,CA,
STOLEN VEHICLE,02/16/2021 09:00:00 PM,21-007681,VEHICLE THEFT - AUTO,28X,5400 WALNUT ST,Oakland,CA,
STOLEN VEHICLE,12/05/2020 08:00:00 AM,20-059964,VEHICLE THEFT - AUTO,12X,45TH ST & MANILA AV,Oakland,CA,
THREATS,12/13/2020 01:00:00 AM,20-061024,VEHICLE THEFT - AUTO,28X,3400 PIERSON ST,Oakland,CA,
GRAND THEFT,02/12/2021 06:00:00 AM,21-007145,GRAND THEFT,18Y,1900 E 27TH ST,Oakland,CA,
FRAUD,11/28/2020 08:40:00 AM,20-919998,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,22Y,3100 WISCONSIN ST,Oakland,CA,
NARCOTICS,12/29/2020 07:40:00 PM,20-063596,POSSESS/ETC BURGLARY TOOLS,26Y,1300 73RD AV,Oakland,CA,
THREATS,02/05/2021 03:00:00 PM,21-005819,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,32X,1700 101ST AV,Oakland,CA,
MISDEMEANOR ASSAULT,12/21/2020 10:18:00 AM,20-062348,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,34X,1400 83RD AV,Oakland,CA,
BURG - AUTO,01/23/2021 01:10:00 AM,21-901217,BURGLARY-AUTO,28X,2800 MORCOM AV,Oakland,CA,
STOLEN VEHICLE,01/14/2021 12:00:00 PM,21-002617,VEHICLE THEFT - AUTO,07X,2800 HANNAH ST,Oakland,CA,
BURG - AUTO,01/09/2021 01:00:00 AM,21-900349,BURGLARY-AUTO,35Y,10600 SHELDON ST,Oakland,CA,
MISDEMEANOR ASSAULT,01/12/2021 10:10:00 AM,21-001878,BATTERY,24Y,3100 35TH AV,Oakland,CA,
GRAND THEFT,01/13/2021 11:30:00 PM,21-900594,GRAND THEFT,15X,400 HADDON RD,Oakland,CA,
FELONY ASSAULT,01/12/2021 03:05:00 PM,21-001917,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,02Y,1400 7TH ST,Oakland,CA,
DOMESTIC VIOLENCE,01/28/2021 07:37:00 PM,21-004357,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,3000 BROOK ST,Oakland,CA,
DOMESTIC VIOLENCE,01/22/2021 03:30:00 PM,21-003414,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,2300 57TH AV,Oakland,CA,
NARCOTICS,08/13/2020 01:00:00 PM,20-038992,MAINTAIN NUISANCE AFTER NOTICE,19X,1200 10TH AV,Oakland,CA,
STOLEN VEHICLE,11/20/2020 06:15:00 PM,21-006607,VEHICLE THEFT - AUTO,77X,MIRA VISTA & SANTA CLARA,Oakland,CA,
THREATS,12/12/2020 09:00:00 PM,21-000888,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,04X,500 18TH ST,Oakland,CA,
WEAPONS,01/26/2021 06:50:00 PM,21-004051,CARRY CONCEALED WEAPON IN VEHICLE,02X,1000 8TH ST,Oakland,CA,
OTHER,,21-006603,OWN FIREARM WITHOUT SERIAL NUMBER,05X,1900 LINDEN ST,Oakland,CA,
HOMICIDE,12/30/2020 10:00:00 PM,20-063768,SC UNEXPLAINED DEATH,21X,2300 E 29TH ST,Oakland,CA,
PETTY THEFT,12/16/2020 04:00:00 AM,20-920835,MAIL/ETC THEFT/ETC,14X,00 VERNON ST,Oakland,CA,
OTHER,01/06/2021 08:30:00 PM,21-000910,VIOLATION OF TOBACCO RETAIL LICENSE,06X,3800 WEST ST,Oakland,CA,
,02/13/2021 07:00:00 PM,21-902467,THEFT,20X,2600 E 12TH ST,Oakland,CA,
STOLEN VEHICLE,12/23/2020 08:51:00 AM,20-062646,VEHICLE THEFT - AUTO,33X,9200 C ST,Oakland,CA,
FELONY ASSAULT,01/20/2021 02:09:00 PM,21-003087,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,21X,00 PEROLY CT,Oakland,CA,
NARCOTICS,01/23/2021 11:12:00 AM,21-003533,POSSESS CONTROLLED SUBSTANCE,02Y,1400 7TH ST,Oakland,CA,
THREATS,11/30/2020 11:14:00 PM,20-058796,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,20X,1300 31ST AV,Oakland,CA,
BURG - RESIDENTIAL,01/14/2021 01:54:00 PM,21-900805,BURGLARY-FORCIBLE ENTRY,19X,800 PARK WY,Oakland,CA,
BURG - COMMERCIAL,11/12/2020 05:10:00 PM,20-055812,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,29X,5700 FOOTHILL BLVD,Oakland,CA,
FELONY ASSAULT,02/23/2021 08:00:00 PM,21-008752,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,19X,1100 E 8TH ST,Oakland,CA,
ROBBERY,02/17/2021 12:15:00 AM,21-007631,ROBBERY-FIREARM,77X,EMBARCADERO & LAKESHORE,Oakland,CA,
OTHER,02/19/2021 12:22:00 AM,21-007948,WILLFULLY DISCHARGE FIREARM IN A GROSSLY NEG MANNER,02X,1300 10TH ST,Oakland,CA,
FRAUD,11/17/2020 04:00:00 PM,21-901932,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,07X,3100 CHESTNUT ST,Oakland,CA,
DOMESTIC VIOLENCE,12/08/2020 11:00:00 AM,20-060262,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,21X,2700 E 21ST ST,Oakland,CA,
PETTY THEFT,02/14/2021 11:30:00 AM,21-902105,THEFT,01X,200 WASHINGTON ST,Oakland,CA,
BURG - AUTO,12/04/2020 07:30:00 PM,20-920308,BURGLARY-AUTO,13X,5800 BROADWAY,Oakland,CA,
RECOVERED O/S STOLEN,12/22/2020 09:32:00 AM,20-062511,VEHICLE THEFT - AUTO,19X,400 EMBARCADERO,Oakland,CA,
,02/22/2021 09:23:00 AM,21-008471,ATTEMPTED ROBBERY-KNIFE,02Y,1400 7TH ST,Oakland,CA,
STOLEN VEHICLE,02/03/2021 11:44:00 AM,21-005598,VEHICLE THEFT - AUTO,01X,200 BROADWAY,Oakland,CA,
BURG - RESIDENTIAL,12/20/2020 11:54:00 PM,20-920991,BURGLARY-FORCIBLE ENTRY,13X,00 WILDING LN,Oakland,CA,
PETTY THEFT,01/28/2021 02:00:00 AM,21-004236,THEFT,25X,4300 PAMPAS AV,Oakland,CA,
RECOVERED O/S STOLEN,11/17/2020 08:04:00 PM,20-056671,VEHICLE THEFT - AUTO,29X,3000 60TH AV,Oakland,CA,
BURG - AUTO,01/10/2021 02:15:00 PM,21-900413,BURGLARY-AUTO,22Y,3300 JOAQUIN MILLER RD,Oakland,CA,
FELONY ASSAULT,02/01/2021 12:14:00 AM,21-004947,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1600 96TH AV,Oakland,CA,
RECOVERED O/S STOLEN,01/09/2021 11:13:00 AM,21-001406,VEHICLE THEFT - AUTO,08X,3400 ELM ST,Oakland,CA,
MISDEMEANOR ASSAULT,01/10/2021 11:55:00 AM,21-001564,BATTERY,23X,3300 E 12TH ST,Oakland,CA,
STOLEN VEHICLE,12/17/2020 07:00:00 PM,20-061819,VEHICLE THEFT - AUTO,19X,1100 3RD AV,Oakland,CA,
VANDALISM,02/15/2021 08:09:00 AM,21-007329,VANDALISM,14X,600 GRAND AV,Oakland,CA,
GRAND THEFT,12/10/2020 12:00:00 AM,20-060723,GRAND THEFT,17X,400 E 18TH ST,Oakland,CA,
STOLEN VEHICLE,01/11/2021 10:00:00 PM,21-001940,VEHICLE THEFT - AUTO,26X,1100 51ST AV,Oakland,CA,
DUI,01/07/2021 03:00:00 AM,21-000958,DUI ALCOHOL/DRUGS,21Y,2600 FRUITVALE AV,Oakland,CA,
DOMESTIC VIOLENCE,12/17/2020 01:20:00 PM,20-061687,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,1000 W GRAND AV,Oakland,CA,
BURG - COMMERCIAL,02/11/2021 03:00:00 AM,21-902036,BURGLARY-NO FORCE,02X,100 MYRTLE ST,Oakland,CA,
VANDALISM,01/07/2021 11:57:00 PM,21-001109,TAMPER WITH VEHICLE,35X,9100 CREST AV,Oakland,CA,
STOLEN VEHICLE,11/28/2020 08:00:00 PM,20-059326,VEHICLE THEFT - AUTO,04X,1400 JEFFERSON ST,Oakland,CA,
STOLEN VEHICLE,12/24/2020 01:30:00 AM,20-062787,SC STOLEN VEHICLE - AUTO,23X,4000 ALAMEDA AV,Oakland,CA,
PETTY THEFT,12/30/2020 08:45:00 AM,20-063698,THEFT,01X,600 2ND ST,Oakland,CA,
ROBBERY,01/15/2021 08:00:00 PM,21-002426,ROBBERY-FIREARM,26X,5000 SAN LEANDRO ST,Oakland,CA,
,02/14/2021 08:30:00 AM,21-007193,ROBBERY/INHABITED DWELLING - FIREARM,23X,1700 36TH AV,Oakland,CA,
VANDALISM,12/18/2020 01:00:00 AM,20-921017,VANDALISM,08X,100 GRAND AV,Oakland,CA,
ROBBERY,01/25/2021 06:00:00 PM,21-003890,"ATT ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET, ETC)",04X,300 20TH ST,Oakland,CA,
VANDALISM,01/24/2021 04:57:00 PM,21-901349,VANDALISM,13X,6100 BROADWAY,Oakland,CA,
DISORDERLY CONDUCT,02/19/2021 09:41:00 AM,21-007993,DISTURB THE PEACE,24Y,2700 VIOLA ST,Oakland,CA,
STOLEN AND RECOVERED VEHICLE,12/03/2020 06:00:00 PM,20-920227,ATTEMPT VEHICLE THEFT-AUTO,03Y,600 9TH ST,Oakland,CA,
DOMESTIC VIOLENCE,11/18/2020 10:20:00 PM,20-056878,EXHIBIT FIREARM,30X,1700 82ND AV,Oakland,CA,
STOLEN VEHICLE,12/29/2020 12:50:00 PM,20-063529,VEHICLE THEFT - AUTO,23X,4000 ALAMEDA AV,Oakland,CA,
FORGERY & COUNTERFEITING,02/16/2021 03:00:00 PM,21-902171,MAIL/ETC THEFT/ETC,02X,1000 3RD ST,Oakland,CA,
BURG - AUTO,02/12/2021 12:00:00 AM,21-006956,BURGLARY-AUTO,03X,300 14TH ST,Oakland,CA,
,02/22/2021 09:00:00 AM,21-902523,VANDALISM,15X,300 E 17TH ST,Oakland,CA,
FELONY ASSAULT,12/31/2020 12:00:00 AM,21-000716,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,27X,2400 RENWICK ST,Oakland,CA,
FELONY ASSAULT,12/17/2020 09:16:00 PM,20-061749,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,9400 SUNNYSIDE ST,Oakland,CA,
MISDEMEANOR ASSAULT,12/28/2020 04:03:00 AM,20-063318,BATTERY,35Y,7900 SANFORD ST,Oakland,CA,
ROBBERY,01/27/2021 01:15:00 PM,21-004155,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,300 7TH ST,Oakland,CA,
STOLEN AND RECOVERED VEHICLE,01/30/2021 03:10:00 AM,21-004695,ATTEMPT VEHICLE THEFT-AUTO,24Y,3400 SCHOOL ST,Oakland,CA,
